City_ID,latitud,longitude,temperature,humidity,cloudiness,wind_speed,country,description,city
447,39.0843,66.8332,73.2,18,0,4.5,UZ,clear sky,Kitob
448,62.5833,6.1333,52.32,71,0,10.36,NO,clear sky,Roald
449,-15.1961,12.1522,64.71,88,80,2.95,AO,broken clouds,Mossamedes
450,41.3,-96.167,67.59,68,100,0.0,US,overcast clouds,Douglas
451,21.3469,-158.0858,79.12,73,75,11.5,US,broken clouds,Makakilo City
452,70.4692,-68.5914,25.03,86,100,19.57,CA,light snow,Clyde River
453,-18.5067,-54.76,78.93,63,0,3.2,BR,clear sky,Coxim
454,17.5167,-101.2667,75.78,93,40,3.11,MX,scattered clouds,Petatlán
455,-15.2261,-59.3353,73.17,81,24,2.15,BR,few clouds,Pontes e Lacerda
456,61.67,96.37,34.36,89,100,7.25,RU,light snow,Baykit
457,34.7668,-92.3001,63.07,60,0,0.0,US,clear sky,Pulaski
458,38.6979,-9.4215,70.95,100,0,1.99,PT,clear sky,Cascais
459,13.5167,35.7667,73.53,85,4,7.14,SD,clear sky,Doka
460,-3.5534,143.6268,85.03,69,99,8.14,PG,overcast clouds,Wewak
461,-39.8142,-73.2459,44.69,99,33,0.96,CL,scattered clouds,Valdivia
462,48.6499,-53.1147,49.26,77,1,18.25,CA,clear sky,Bonavista
463,37.3394,-121.895,65.08,82,0,6.91,US,clear sky,San Jose
464,-4.5772,-81.2719,63.3,81,75,16.71,PE,broken clouds,Talara
465,57.0531,-135.33,60.69,59,100,10.36,US,overcast clouds,Sitka
466,-24.7,44.75,76.84,52,33,4.99,MG,scattered clouds,Ampanihy
467,68.1214,13.5031,49.89,93,75,8.05,NO,broken clouds,Gravdal
468,-14.8031,36.5372,75.52,45,7,6.76,MZ,clear sky,Cuamba
469,-2.7619,-42.2744,77.95,78,18,13.4,BR,few clouds,Tutóia
470,-9.4431,147.1797,89.02,62,40,17.27,PG,haze,Port Moresby
471,54.4299,31.8996,42.66,93,95,9.86,RU,overcast clouds,Sobolevo
472,46.6806,113.2792,39.06,30,2,6.17,MN,clear sky,Baruun-Urt
473,-13.7975,-47.4583,72.43,56,43,3.49,BR,scattered clouds,Cavalcante
474,-31.4333,152.9167,62.89,59,100,9.55,AU,light rain,Port Macquarie
475,-13.8483,136.4192,85.23,66,22,10.76,AU,few clouds,Alyangula
476,-12.7406,-60.1458,69.46,86,21,3.87,BR,few clouds,Vilhena
477,49.9811,92.0667,43.29,28,0,4.54,MN,clear sky,Ulaangom
478,-9.8756,-56.0861,71.67,87,58,2.46,BR,broken clouds,Alta Floresta
479,5.4444,73.3657,81.59,77,100,17.36,MV,overcast clouds,Naifaru
480,51.0239,45.6969,53.37,88,99,7.92,RU,overcast clouds,Krasnoarmeysk
481,46.95,128.8833,41.4,30,99,10.6,CN,overcast clouds,Langxiang
482,62.0989,126.6992,31.48,54,100,12.06,RU,overcast clouds,Berdigestyakh
483,62.1564,-7.1664,47.32,87,100,20.71,FO,light rain,Vestmanna
484,53.5334,-113.9187,56.71,54,75,0.0,CA,broken clouds,Spruce Grove
485,46.6166,10.7002,55.33,51,40,1.34,IT,scattered clouds,Laas
486,-0.9,-89.6,67.12,88,49,11.95,EC,scattered clouds,Puerto Baquerizo Moreno
487,48.0056,91.6419,42.57,22,0,3.78,MN,clear sky,Khovd
488,45.6169,-61.3485,51.58,97,0,3.44,CA,mist,Port Hawkesbury
489,32.45,130.2,77.56,65,85,5.12,JP,overcast clouds,Hondomachi-hondo
490,25.8333,72.2333,91.94,30,0,6.76,IN,clear sky,Balotra
491,4.9333,-52.3333,73.44,94,0,0.0,GF,clear sky,Cayenne
492,34.6667,138.95,73.76,90,94,15.59,JP,overcast clouds,Shimoda
493,47.5001,-120.5015,68.58,50,100,4.65,US,overcast clouds,Washington
494,58.484,43.4088,46.24,94,100,8.61,RU,moderate rain,Parfen'yevo
495,32.6881,128.8419,73.76,68,75,13.8,JP,broken clouds,Fukuechō
496,43.6167,27.1167,50.13,72,99,4.68,BG,overcast clouds,Kaolinovo
497,-45.8742,170.5036,35.6,84,92,25.84,NZ,overcast clouds,Dunedin
498,44.0306,145.8556,52.88,64,73,17.74,RU,broken clouds,Yuzhno-Kurilsk
499,-26.6167,-54.1333,53.82,92,0,2.62,AR,clear sky,San Vicente
500,-15.8656,-56.0767,82.78,61,27,5.46,BR,scattered clouds,Santo Antônio do Leverger
501,34.8791,-76.9013,58.95,88,8,4.21,US,clear sky,Havelock
502,34.8014,-106.5436,60.28,79,100,1.48,US,overcast clouds,Meadow Lake
503,56.0045,8.1294,60.1,93,100,23.73,DK,overcast clouds,Hvide Sande
504,41.72,46.2647,64.44,50,0,1.81,AZ,clear sky,Qabaqçöl
505,56.1201,101.1636,36.99,53,61,4.56,RU,broken clouds,Vikhorevka
506,-37.8333,140.7667,53.58,97,100,11.81,AU,light rain,Mount Gambier
507,45.4094,141.6739,46.38,76,75,20.71,JP,broken clouds,Wakkanai
508,33.7333,135.9833,75.56,81,92,0.76,JP,light rain,Shingū
509,18.9048,-3.5265,89.06,13,1,5.64,ML,clear sky,Araouane
510,26.4667,80.35,76.66,89,100,9.06,IN,overcast clouds,Kanpur
511,-0.8833,131.25,82.36,76,80,2.64,ID,broken clouds,Sorong
512,52.4201,136.4853,42.51,27,71,13.06,RU,broken clouds,Imeni Poliny Osipenko
513,46.7001,-75.4493,48.43,76,43,2.17,CA,scattered clouds,Ferme-Neuve
514,8.25,100.0,87.03,63,96,6.78,TH,overcast clouds,Nakhon Si Thammarat
515,5.5577,95.3222,80.73,80,99,9.28,ID,overcast clouds,Banda Aceh
516,20.15,92.9,85.93,68,50,2.53,MM,moderate rain,Sittwe
517,55.9575,92.5519,42.22,48,100,9.82,RU,overcast clouds,Ovsyanka
518,10.9409,-14.2967,74.28,99,66,2.82,GN,broken clouds,Boké
519,32.7701,-108.2803,57.16,74,100,9.22,US,overcast clouds,Silver City
520,61.994,-49.6678,38.89,95,100,19.98,GL,light rain,Paamiut
521,4.1363,96.1285,74.88,94,100,4.74,ID,overcast clouds,Meulaboh
522,31.4167,130.3167,78.64,71,42,15.17,JP,scattered clouds,Kaseda-shirakame
523,63.1792,14.6357,48.65,100,75,18.41,SE,light intensity drizzle,Östersund
524,42.4833,-90.8668,55.85,62,0,5.75,US,clear sky,Dubuque
525,70.8578,29.0864,42.8,87,100,3.44,NO,overcast clouds,Berlevåg
526,40.925,-98.342,59.02,88,0,6.91,US,clear sky,Grand Island
527,-25.85,25.6333,69.76,40,0,12.66,ZA,clear sky,Mmabatho
528,10.5,10.0,71.19,89,85,1.86,NG,overcast clouds,Bauchi
529,-1.8333,-65.3667,75.31,75,82,0.98,BR,broken clouds,Maraã
530,45.7625,106.2708,41.05,19,85,5.77,MN,overcast clouds,Mandalgovi
531,-41.8697,-73.8203,46.26,92,17,5.59,CL,few clouds,Ancud
532,-3.2997,-60.6206,78.26,69,96,3.62,BR,overcast clouds,Manacapuru
533,-25.7751,29.4648,65.82,69,1,3.31,ZA,clear sky,Middelburg
534,69.3143,16.1194,48.18,87,75,11.5,NO,light intensity drizzle,Andenes
535,60.7333,77.5889,42.26,75,79,10.16,RU,broken clouds,Strezhevoy
536,63.4427,-20.2734,41.74,75,97,39.12,IS,overcast clouds,Vestmannaeyjar
537,-34.6833,150.8667,60.39,84,100,11.99,AU,light rain,Kiama
538,-38.9516,-68.0591,55.29,50,0,4.61,AR,clear sky,Neuquén
539,25.2088,64.6357,79.95,81,0,7.9,PK,clear sky,Ormara
540,22.2667,-101.9667,60.39,73,67,4.21,MX,broken clouds,Loreto
541,42.7762,-9.0603,56.08,95,4,5.26,ES,clear sky,Muros
542,-12.48,-49.1247,83.59,30,50,2.37,BR,scattered clouds,Alvorada
543,13.9268,-84.4032,72.21,99,100,2.57,NI,overcast clouds,Rosita
544,23.1667,-97.95,71.47,80,51,1.74,MX,broken clouds,Nuevo Progreso
545,63.2842,118.3319,30.61,92,100,9.84,RU,light snow,Nyurba
546,-26.4731,-49.0028,61.92,99,100,0.83,BR,overcast clouds,Guaramirim
547,39.6478,-104.9878,58.33,77,75,3.44,US,broken clouds,Englewood
548,20.7,-105.2,74.23,100,100,8.05,MX,overcast clouds,Ixtapa
549,37.5683,126.9778,67.57,50,75,5.75,KR,broken clouds,Seoul
550,38.0964,-3.7779,71.17,37,2,2.82,ES,clear sky,Bailén
551,31.2089,16.5887,73.87,62,2,10.36,LY,clear sky,Sirte
552,64.75,177.4833,36.1,93,75,17.9,RU,light rain,Anadyr
553,10.9995,122.6711,88.14,66,96,10.42,PH,overcast clouds,Dingle
554,-2.6741,141.3028,86.29,68,97,10.85,PG,overcast clouds,Vanimo
555,1.3292,172.9752,86.0,66,20,11.5,KI,few clouds,Bairiki Village
556,-31.4241,-64.4978,60.08,55,15,3.0,AR,few clouds,Villa Carlos Paz
557,-12.9025,45.0761,76.98,77,32,5.3,YT,light rain,Boueni
558,-45.5752,-72.0662,46.35,71,75,2.3,CL,broken clouds,Coyhaique
559,-6.2132,155.5367,84.7,70,89,5.17,PG,light rain,Arawa
560,11.5221,13.6856,76.08,74,98,6.13,NG,overcast clouds,Bama
561,19.75,10.25,79.41,24,0,12.88,NE,clear sky,Agadez
562,54.0103,103.0544,38.43,56,99,4.9,RU,overcast clouds,Balagansk
563,3.4594,-73.6128,71.13,93,34,4.41,CO,scattered clouds,Fuente de Oro
564,53.9353,139.9242,29.89,67,83,19.6,RU,light snow,Mnogovershinnyy
565,50.1001,-91.917,53.67,100,75,4.61,CA,broken clouds,Sioux Lookout
566,10.5669,72.642,81.46,77,72,13.24,IN,broken clouds,Kavaratti
567,4.9608,18.7035,69.53,96,100,2.37,CF,overcast clouds,Damara
568,9.45,-5.6333,71.1,89,98,2.84,CI,overcast clouds,Korhogo
569,-34.3759,-55.2377,46.62,92,1,7.36,UY,clear sky,Minas
570,45.8596,17.9841,47.52,78,33,2.75,HU,scattered clouds,Vajszló
571,-7.8447,-79.1469,57.74,85,41,6.82,PE,scattered clouds,Chicama
572,56.45,138.1667,35.15,46,98,22.66,RU,overcast clouds,Ayan
573,43.3665,-124.2179,58.32,94,100,3.44,US,overcast clouds,Coos Bay
574,-9.4333,159.95,86.14,53,57,8.5,SB,broken clouds,Honiara
575,-22.9575,14.5053,54.09,93,0,9.22,NA,clear sky,Walvis Bay
576,38.8876,-76.5119,52.99,95,100,7.0,US,overcast clouds,Mayo
577,-5.2386,-79.4506,57.54,88,98,2.53,PE,overcast clouds,Huancabamba
578,5.0314,25.1361,68.76,91,100,0.36,CF,overcast clouds,Zemio
579,18.4616,-69.2972,78.93,92,86,7.05,DO,overcast clouds,San Pedro de Macorís
580,-5.1206,-60.3797,75.52,74,43,2.17,BR,scattered clouds,Novo Aripuanã
581,36.4337,-99.3904,67.96,52,75,0.0,US,broken clouds,Woodward
582,58.9564,126.2925,31.23,73,100,13.33,RU,light snow,Tommot
583,68.3499,-133.7218,33.01,96,100,13.8,CA,light intensity drizzle,Inuvik
584,50.0,88.6667,38.41,23,5,1.61,RU,clear sky,Kosh-Agach
585,46.3333,27.9667,54.3,59,93,3.62,RO,overcast clouds,Găgeşti
586,33.4353,-112.3582,84.76,39,40,11.5,US,scattered clouds,Goodyear
587,56.7938,105.7672,36.59,49,58,4.21,RU,broken clouds,Ust'-Kut
588,49.6835,-83.6665,55.65,98,100,4.38,CA,light rain,Hearst
589,31.4044,30.4164,76.57,64,12,9.66,EG,few clouds,Rosetta
590,-18.4,47.8667,66.96,32,0,4.97,MG,clear sky,Anjozorobe
591,3.0372,29.5355,65.16,98,94,1.68,CD,light rain,Watsa
592,42.2506,-75.833,50.41,91,75,5.75,US,light rain,Broome
593,29.452,55.6814,76.89,13,2,5.17,IR,clear sky,Sīrjān
594,9.929,123.9146,87.82,71,100,7.58,PH,light rain,Abucayan
595,33.5835,-81.5998,61.11,75,75,6.91,US,broken clouds,Aiken
596,9.3167,41.45,60.04,69,95,2.15,ET,overcast clouds,Deder
597,14.9215,-23.5087,75.74,88,20,4.61,CV,few clouds,Praia
598,49.0,-1.1667,55.85,93,70,11.39,FR,broken clouds,Manche
599,40.8389,31.1639,55.33,88,59,0.29,TR,broken clouds,Düzce
600,60.8697,60.4153,47.64,65,86,3.27,RU,overcast clouds,Polunochnoye
601,36.2831,116.4453,59.31,38,99,4.81,CN,overcast clouds,Pingyin
602,-37.8811,147.981,59.16,61,100,19.39,AU,light rain,Lakes Entrance
603,37.5333,121.4,55.98,50,22,19.86,CN,few clouds,Yantai
604,38.7398,-0.4398,63.59,95,92,3.58,ES,overcast clouds,Cocentaina
605,28.419,30.7792,71.91,67,0,11.1,EG,clear sky,Maţāy
606,18.2833,95.3167,87.4,70,70,1.43,MM,broken clouds,Myanaung
607,-13.6202,29.3939,71.47,30,4,7.92,ZM,clear sky,Mkushi
608,31.7093,-98.9912,70.92,40,6,8.86,US,clear sky,Brownwood
609,55.1009,14.7066,57.11,88,75,11.5,DK,broken clouds,Rønne
610,50.0622,-96.5167,56.97,67,49,3.76,CA,scattered clouds,Beausejour
611,-36.777,-59.8585,47.7,88,79,8.55,AR,broken clouds,Azul
612,-17.0,145.4333,82.44,64,92,9.17,AU,overcast clouds,Mareeba
613,27.9378,-82.2859,69.87,85,0,5.99,US,clear sky,Brandon
614,56.122,12.3106,56.95,85,100,1.99,DK,overcast clouds,Gilleleje
615,57.6267,92.2658,36.48,79,100,9.35,RU,light rain,Pirovskoye
616,25.6272,88.6386,84.72,72,91,4.61,BD,overcast clouds,Dinājpur
617,56.3572,41.3192,47.32,89,100,8.19,RU,overcast clouds,Kovrov
618,58.249,52.1026,43.5,84,100,13.18,RU,overcast clouds,Yar
619,-2.4683,28.8242,65.41,80,95,0.89,CD,overcast clouds,Kabare
620,18.3851,42.4509,63.12,20,10,11.5,SA,clear sky,Faya
621,55.4627,-4.6339,54.32,87,40,13.8,GB,moderate rain,Ayr
622,54.675,20.1347,51.85,85,100,14.29,RU,overcast clouds,Tsimmerbude
623,68.5044,14.8297,48.02,87,75,18.41,NO,moderate rain,Melbu
624,4.375,-7.7169,76.53,90,100,5.08,LR,overcast clouds,Harper
625,22.2394,68.9678,83.44,63,64,8.01,IN,broken clouds,Dwārka
626,45.0205,-93.218,66.13,61,40,5.75,US,scattered clouds,Saint Anthony
627,35.222,-101.8313,67.24,46,0,4.61,US,clear sky,Amarillo
628,19.9167,99.9167,89.31,74,20,4.61,TH,few clouds,Chiang Rai
629,-21.5667,165.4833,72.99,58,1,11.32,NC,clear sky,Bourail
630,2.6708,72.8944,81.72,77,100,19.37,MV,overcast clouds,Kudahuvadhoo
631,-6.2222,-57.7528,72.43,89,40,0.36,BR,scattered clouds,Jacareacanga
632,66.8333,70.8333,38.66,75,100,10.04,RU,overcast clouds,Yar-Sale
633,4.75,-55.1667,75.36,90,88,4.29,SR,overcast clouds,Distrikt Brokopondo
634,29.3669,-99.767,67.19,52,0,0.0,US,clear sky,Uvalde
635,-10.6167,150.6667,79.18,84,100,8.68,PG,overcast clouds,Samarai
636,30.4135,111.8874,52.54,72,100,10.71,CN,overcast clouds,Qixingtai
637,30.2956,111.5047,53.87,70,100,6.46,CN,overcast clouds,Zhicheng
638,51.1,66.3167,49.89,23,12,4.32,KZ,few clouds,Derzhavīnsk
639,3.1191,35.5973,82.2,45,78,14.97,KE,broken clouds,Lodwar
640,54.9749,60.3633,45.9,39,100,10.07,RU,overcast clouds,Chebarkul'
641,13.9833,75.3,78.49,72,93,5.28,IN,overcast clouds,Beltangadi
642,59.6425,-151.5483,51.69,75,100,8.99,US,overcast clouds,Homer
643,-20.2078,57.7625,74.08,70,87,11.36,MU,overcast clouds,Quatre Cocos
644,6.7989,81.4808,90.14,43,100,2.66,LK,overcast clouds,Wattegama
645,13.7667,109.2333,82.38,82,95,9.4,VN,moderate rain,Qui Nhon
646,-20.7333,139.5,82.17,57,40,13.8,AU,scattered clouds,Mount Isa
647,-13.1583,-74.2239,55.69,79,83,1.83,PE,broken clouds,Ayacucho
648,51.2585,-80.6094,46.4,93,100,2.3,CA,overcast clouds,Moose Factory
649,49.6,117.4333,40.03,27,18,11.34,CN,few clouds,Manzhouli
650,25.9,93.7333,78.78,94,75,2.3,IN,mist,Dimāpur
651,-8.19,114.9675,85.01,73,66,3.49,ID,broken clouds,Banjar
652,24.6877,46.7219,75.34,30,0,4.63,SA,clear sky,Riyadh
653,41.1754,29.6133,57.87,75,7,1.99,TR,light rain,Şile
654,60.7167,-46.0333,35.46,99,100,9.4,GL,light rain,Qaqortoq
655,26.9581,56.2719,87.67,66,2,4.07,IR,clear sky,Qeshm
656,31.8359,71.4362,93.69,19,0,5.03,PK,clear sky,Dullewala
657,33.662,-112.3413,83.82,39,40,11.5,US,scattered clouds,Sun City West
658,-25.0978,30.4597,61.45,78,36,2.24,ZA,scattered clouds,Lydenburg
659,-5.795,-35.2094,77.22,83,20,5.75,BR,few clouds,Natal
660,27.5833,91.8667,55.4,96,100,1.03,IN,overcast clouds,Tawang Town
661,9.2142,123.515,89.51,72,35,8.7,PH,scattered clouds,Siquijor
662,62.6683,131.1683,32.2,49,13,10.25,RU,few clouds,Borogontsy
663,50.5167,-116.0354,59.43,59,85,2.26,CA,overcast clouds,Invermere
664,27.2696,31.1511,68.22,54,0,7.27,EG,clear sky,Abnūb
665,52.5178,99.825,35.78,31,3,2.48,RU,clear sky,Orlik
666,-9.6608,20.3916,68.7,64,61,1.5,AO,broken clouds,Saurimo
667,33.5928,-7.6192,68.22,81,0,5.14,MA,clear sky,Casablanca
668,5.4802,-53.2011,78.01,84,8,8.97,GF,clear sky,Iracoubo
669,38.421,-121.4238,76.32,63,0,5.75,US,clear sky,Laguna
670,-9.5618,-48.3967,78.24,45,0,3.83,BR,clear sky,Miracema do Tocantins
671,39.1502,-123.2078,64.36,68,0,0.0,US,clear sky,Ukiah
672,-0.6136,-47.3561,77.49,80,16,7.07,BR,few clouds,Salinópolis
